ian;mo;jo;jul;Sdepth(n);tminrec(n);tmaxrec(n);preciprec(n);lai(n);masec(n);mafruit;HR(1);HR(2);HR(3);HR(4);HR(5);resmes;drain;esol;et;zrac;tcult;AZnit(1);AZnit(2);AZnit(3);AZnit(4);AZnit(5);Qles;QNplante;azomes;inn;chargefruit;AZamm(1);AZamm(2);AZamm(3);AZamm(4);AZamm(5);CNgrain;concNO3les;drat;fapar;hauteur;Hmax;humidite;LRACH(1);LRACH(2);LRACH(3);LRACH(4);LRACH(5);mafrais;pdsfruitfrais;Qdrain;rnet;tmin(n);tmax(n);precip;TS(1);TS(2);TS(3)
2009; 9;10;253;     0.00000;     1.00000;    22.50000;     0.00000;     0.00000;     0.00000;     0.00000;    10.50818;    15.75473;    14.99932;    16.00001;     0.00000;   252.26056;     0.00000;     0.38120;     0.38120;     0.00000;    14.00467;     6.07897;     3.00000;     4.00000;     1.00000;     0.00000;     0.00000;     0.00000;    14.07897;     1.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.53693;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     8.10876;     1.00000;    22.50000;     0.00000;    14.81836;    15.29380;    15.36680
2009; 9;11;254;     0.00000;     7.50000;    22.00000;     0.00000;     0.00000;     0.00000;     0.00000;    10.40616;    15.74397;    14.99929;    16.00001;     0.00000;   251.89868;     0.00000;     0.36189;     0.36189;     0.00000;    16.55259;     6.29315;     3.00000;     4.00000;     1.00000;     0.00000;     0.00000;     0.00000;    14.29315;     1.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.61400;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     7.24984;     7.50000;    22.00000;     0.00000;    15.77341;    15.31813;    15.24822
2009; 9;12;255;     0.00000;     8.00000;    24.50000;     0.00000;     0.00000;     0.00000;     0.00000;    10.29154;    15.74397;    14.99929;    16.00001;     0.00000;   251.52618;     0.00000;     0.37250;     0.37250;     0.00000;    18.23703;     6.52145;     3.00000;     4.00000;     1.00000;     0.00000;     0.00000;     0.00000;    14.52145;     1.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.59274;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     7.60698;     8.00000;    24.50000;     0.00000;    16.53651;    15.54288;    15.39031
2009; 9;13;256;     0.00000;     8.50000;    20.00000;     2.90000;     0.00000;     0.00000;     0.00000;    10.74537;    15.70914;    14.99919;    16.00001;     0.00000;   252.90302;     0.00000;     1.52316;     1.52316;     0.00000;    14.98995;     6.81868;     3.00000;     4.00000;     1.00000;     0.00000;     0.00000;     0.00000;    14.81868;     1.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.70090;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     8.19927;     8.50000;    20.00000;     2.90000;    15.38574;    15.61700;    15.65252
2009; 9;14;257;     0.00000;     8.00000;    15.50000;     0.00000;     0.00000;     0.00000;     0.00000;    10.52020;    15.70914;    14.99919;    16.00001;     0.00000;   252.17120;     0.00000;     0.73181;     0.73181;     0.00000;    12.22976;     7.04648;     3.00000;     4.00000;     1.00000;     0.00000;     0.00000;     0.00000;    15.04648;     1.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.72259;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     5.78555;     8.00000;    15.50000;     0.00000;    14.22339;    15.38829;    15.56716
2009; 9;15;258;     0.00000;     8.50000;    17.00000;     0.00000;     0.00000;     0.00000;     0.00000;    10.33753;    15.70914;    14.99919;    16.00001;     0.00000;   251.57751;     0.00000;     0.59368;     0.59368;     0.00000;    13.23738;     7.24426;     3.00000;     4.00000;     1.00000;     0.00000;     0.00000;     0.00000;    15.24426;     1.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.67753;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     5.45943;     8.50000;    17.00000;     0.00000;    14.43390;    15.13304;    15.24039
2009; 9;16;259;     0.00000;     5.00000;    14.50000;     0.50000;     0.00000;     0.00000;     0.00000;    10.04484;    15.70914;    14.99919;    16.00001;     0.00000;   250.62628;     0.00000;     1.45124;     1.45124;     0.00000;     9.75000;     7.44846;     3.00000;     4.00000;     1.00000;     0.00000;     0.00000;     0.00000;    15.44846;     1.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.67420;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     5.35802;     5.00000;    14.50000;     0.50000;    12.89568;    14.73373;    15.01596
2009; 9;17;260;     0.00000;    -1.00000;    18.50000;     0.00000;     0.00000;     0.00000;     0.00000;     9.80166;    15.70290;    14.99917;    16.00001;     0.00000;   249.81837;     0.00000;     0.80791;     0.80791;     0.00000;     9.69955;     7.61184;     3.00000;     4.00000;     1.00000;     0.00000;     0.00000;     0.00000;    15.61184;     1.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.61692;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     6.81596;    -1.00000;    18.50000;     0.00000;    12.56059;    14.23232;    14.48902
2009; 9;18;261;     0.00000;     7.50000;    15.50000;    12.60000;     0.00000;     0.00000;     0.00000;    12.94589;    15.61318;    14.99892;    16.00001;     0.00000;   259.78436;     0.00000;     2.63401;     2.63401;     0.00000;    11.50000;     8.01795;     3.00000;     4.00000;     1.00000;     0.00000;     0.00000;     0.00000;    16.01795;     1.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.90583;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     6.60077;     7.50000;    15.50000;    12.60000;    13.00686;    13.88733;    14.02253
2009; 9;19;262;     0.00000;     7.00000;    15.50000;     0.00000;     0.00000;     0.00000;     0.00000;    12.03405;    15.61318;    14.99892;    16.00001;     0.00000;   256.82089;     0.00000;     2.96346;     2.96346;     0.00000;    11.25000;     8.23974;     3.00000;     4.00000;     1.00000;     0.00000;     0.00000;     0.00000;    16.23975;     1.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.87145;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     0.00000;     4.83743;     7.00000;    15.50000;     0.00000;    12.75448;    13.63356;    13.76854
